timestamp,elapsed_seconds,gpu_id,gpu_name,gpu_temp_c,gpu_power_w,gpu_fan_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_tflops,inlet_temp_c,exhaust_temp_c,cpu_temp_c,fan_power_w,psu_power_w,cpu_power_w,mem_power_w
2026-01-06T05:48:58.502465,0.0,0,NVIDIA B200,35.0,203.92,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,1,NVIDIA B200,42.0,200.39,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,2,NVIDIA B200,44.0,205.04,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,3,NVIDIA B200,36.0,193.82,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,4,NVIDIA B200,36.0,195.24,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,5,NVIDIA B200,44.0,209.09,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,6,NVIDIA B200,43.0,198.96,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:58.502465,0.0,7,NVIDIA B200,36.0,200.31,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,0,NVIDIA B200,35.0,204.42,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,1,NVIDIA B200,42.0,202.51,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,2,NVIDIA B200,44.0,206.34,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,3,NVIDIA B200,35.0,194.31,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,4,NVIDIA B200,36.0,195.48,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,5,NVIDIA B200,44.0,208.95,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,6,NVIDIA B200,43.0,198.78,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:48:59.826328,1.32,7,NVIDIA B200,36.0,200.16,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
