timestamp,elapsed_seconds,gpu_id,gpu_name,gpu_temp_c,gpu_power_w,gpu_fan_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_tflops,inlet_temp_c,exhaust_temp_c,cpu_temp_c,fan_power_w,psu_power_w,cpu_power_w,mem_power_w
2026-01-06T05:54:34.493593,0.0,0,NVIDIA B200,36.0,204.73,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,1,NVIDIA B200,44.0,201.82,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,2,NVIDIA B200,46.0,206.98,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,3,NVIDIA B200,36.0,194.51,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,4,NVIDIA B200,37.0,196.55,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,5,NVIDIA B200,46.0,211.42,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,6,NVIDIA B200,45.0,200.73,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:34.493593,0.0,7,NVIDIA B200,37.0,201.82,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,0,NVIDIA B200,35.0,204.66,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,1,NVIDIA B200,43.0,201.62,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,2,NVIDIA B200,46.0,206.73,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,3,NVIDIA B200,36.0,194.35,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,4,NVIDIA B200,37.0,196.76,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,5,NVIDIA B200,46.0,211.38,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,6,NVIDIA B200,45.0,200.59,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:35.812935,1.32,7,NVIDIA B200,37.0,201.84,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,0,NVIDIA B200,35.0,204.56,0,180778.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,1,NVIDIA B200,43.0,201.58,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,2,NVIDIA B200,46.0,206.63,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,3,NVIDIA B200,36.0,194.35,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,4,NVIDIA B200,37.0,196.59,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,5,NVIDIA B200,45.0,211.05,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,6,NVIDIA B200,44.0,200.47,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:37.059851,2.57,7,NVIDIA B200,37.0,201.63,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:39.307186,4.81,0,NVIDIA B200,35.0,204.57,0,181399.0,183359.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:39.307186,4.81,1,NVIDIA B200,43.0,201.32,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:39.307186,4.81,2,NVIDIA B200,45.0,206.37,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06T05:54:39.307186,4.81,3,NVIDIA B200,36.0,194.31,0,180755.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
