timestamp,elapsed_seconds,gpu_id,gpu_name,gpu_temp_c,gpu_power_w,gpu_fan_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_gflops,inlet_temp_c,exhaust_temp_c,cpu_temp_c,fan_power_w,psu_power_w,cpu_power_w,mem_power_w
2026-01-07T03:02:24.870601,0.0,0,NVIDIA B200,31.0,151.13,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,1,NVIDIA B200,32.0,141.53,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,2,NVIDIA B200,33.0,143.5,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,3,NVIDIA B200,32.0,141.33,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,4,NVIDIA B200,32.0,142.2,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,5,NVIDIA B200,33.0,145.32,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,6,NVIDIA B200,33.0,138.25,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:24.870601,0.0,7,NVIDIA B200,31.0,144.25,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,0,NVIDIA B200,31.0,153.15,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,1,NVIDIA B200,32.0,143.65,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,2,NVIDIA B200,33.0,145.51,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,3,NVIDIA B200,32.0,144.17,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,4,NVIDIA B200,32.0,144.48,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,5,NVIDIA B200,33.0,147.56,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,6,NVIDIA B200,33.0,139.91,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:26.232833,1.36,7,NVIDIA B200,31.0,146.89,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,0,NVIDIA B200,31.0,150.4,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,1,NVIDIA B200,32.0,141.54,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,2,NVIDIA B200,33.0,143.46,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,3,NVIDIA B200,32.0,141.32,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,4,NVIDIA B200,32.0,142.23,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,5,NVIDIA B200,33.0,145.33,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,6,NVIDIA B200,33.0,138.2,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:27.507889,2.64,7,NVIDIA B200,31.0,144.27,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:29.327016,4.46,0,NVIDIA B200,31.0,150.45,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:29.327016,4.46,1,NVIDIA B200,33.0,145.17,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:29.327016,4.46,2,NVIDIA B200,33.0,143.49,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T03:02:29.327016,4.46,3,NVIDIA B200,32.0,145.87,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
