timestamp,elapsed_seconds,gpu_id,gpu_name,gpu_temp_c,gpu_power_w,gpu_fan_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_pct,gpu_gflops,inlet_temp_c,exhaust_temp_c,cpu_temp_c,fan_power_w,psu_power_w,cpu_power_w,mem_power_w
2026-01-07T07:13:08.718748,0.0,0,NVIDIA B200,35.0,152.7,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,1,NVIDIA B200,43.0,147.1,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,2,NVIDIA B200,45.0,150.95,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,3,NVIDIA B200,36.0,143.31,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,4,NVIDIA B200,37.0,145.07,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,5,NVIDIA B200,45.0,151.38,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,6,NVIDIA B200,43.0,143.5,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:08.718748,0.0,7,NVIDIA B200,36.0,147.11,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,0,NVIDIA B200,35.0,152.6,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,1,NVIDIA B200,43.0,146.94,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,2,NVIDIA B200,45.0,150.78,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,3,NVIDIA B200,36.0,143.21,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,4,NVIDIA B200,36.0,144.83,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,5,NVIDIA B200,44.0,151.2,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,6,NVIDIA B200,43.0,143.34,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:10.101290,1.38,7,NVIDIA B200,36.0,146.99,0,0.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,0,NVIDIA B200,35.0,153.05,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,1,NVIDIA B200,42.0,146.87,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,2,NVIDIA B200,44.0,150.67,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,3,NVIDIA B200,35.0,143.14,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,4,NVIDIA B200,36.0,144.9,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,5,NVIDIA B200,44.0,151.1,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,6,NVIDIA B200,43.0,143.19,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:11.386029,2.67,7,NVIDIA B200,36.0,146.79,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,0,NVIDIA B200,34.0,152.48,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,1,NVIDIA B200,42.0,147.13,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,2,NVIDIA B200,44.0,152.04,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,3,NVIDIA B200,35.0,146.49,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,4,NVIDIA B200,36.0,148.8,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,5,NVIDIA B200,44.0,154.52,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,6,NVIDIA B200,42.0,143.04,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:13.766967,5.05,7,NVIDIA B200,35.0,146.6,0,1.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,0,NVIDIA B200,35.0,201.9,0,48.0,183359.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,1,NVIDIA B200,42.0,146.35,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,2,NVIDIA B200,44.0,150.01,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,3,NVIDIA B200,35.0,143.15,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,4,NVIDIA B200,35.0,144.23,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,5,NVIDIA B200,43.0,150.65,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,6,NVIDIA B200,42.0,142.74,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:16.806024,8.09,7,NVIDIA B200,35.0,148.56,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,0,NVIDIA B200,35.0,204.22,0,680.0,183359.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,1,NVIDIA B200,41.0,146.16,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,2,NVIDIA B200,43.0,149.77,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,3,NVIDIA B200,34.0,143.03,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,4,NVIDIA B200,35.0,144.34,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,5,NVIDIA B200,43.0,150.58,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,6,NVIDIA B200,42.0,142.49,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:19.470277,10.75,7,NVIDIA B200,35.0,146.62,0,4.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:21.491243,12.77,0,NVIDIA B200,41.0,329.31,0,164106.0,183359.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:21.491243,12.77,1,NVIDIA B200,42.0,200.31,0,28.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:21.491243,12.77,2,NVIDIA B200,44.0,203.68,0,630.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T07:13:21.491243,12.77,3,NVIDIA B200,35.0,193.37,0,28.0,183359.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
